Country/Region;Population;Area;Maximum;Per 100,000 inh.;% Confirmed;% aCFR;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11
Georgia;3989167;69490;13;0.3258825715;0.0156438026;0.0161490683;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;5;5;5;5;6;6;6;6;6;7;8;9;9;9;9;9;10;10;10;11;11;11;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;13;13;13;13;13;13;13;13;13;13
Germany;83783942;348560;8772;10.4697866806;0.0469867321;0.0474357033;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;3;7;9;11;17;24;28;44;67;84;94;123;157;206;267;342;433;533;645;775;920;1107;1275;1444;1584;1810;2016;2349;2607;2767;2736;3022;3194;3294;3804;4052;4352;4459;4586;4862;5033;5279;5575;5760;5877;5976;6126;6314;6467;6623;6736;6812;6866;6993;6993;7275;7392;7510;7549;7569;7661;7738;7861;7884;7897;7938;7962;8003;8081;8144;8203;8228;8261;8283;8309;8372;8428;8470;8504;8530;8540;8555;8563;8602;8635;8658;8673;8685;8695;8736;8752;8772
Ghana;31072940;227540;48;0.1544752444;0.0046340992;0.0052356021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;4;4;4;5;5;5;5;5;5;5;5;5;5;5;6;6;6;8;8;8;8;8;8;8;9;9;9;9;9;9;10;10;11;11;16;16;17;17;18;18;18;18;18;18;18;22;22;22;22;24;24;28;29;29;29;31;31;31;31;31;32;32;34;34;34;34;35;36;36;38;38;38;42;44;44;48;48;48;48
Gibraltar;33691;10;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Greece;10423054;128900;183;1.7557234185;0.059261658;0.0616784631;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;4;4;5;5;6;6;13;15;17;20;22;26;28;32;38;43;49;50;53;63;68;73;79;81;83;87;92;93;98;99;101;102;105;108;110;113;116;121;121;125;130;130;134;136;138;139;140;140;143;144;146;146;147;148;150;151;151;151;152;155;156;160;162;163;165;165;166;168;169;171;171;172;173;173;175;175;175;175;179;179;179;180;180;180;180;182;183;183;183
Greenland;56770;2166086;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Grenada;112523;340;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guadeloupe;390253;1690;14;3.5874163684;0.0853658537;0.0853658537;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;4;4;4;6;6;7;7;7;7;7;8;8;8;8;8;8;8;8;8;8;8;8;8;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
Guatemala;17915568;107160;334;1.8643003671;0.0390141339;0.0515034695;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;3;3;3;3;3;3;5;5;5;5;5;7;7;7;7;7;8;11;11;13;15;15;15;16;16;16;17;17;19;19;21;23;24;24;26;26;27;29;29;30;33;33;35;43;45;48;51;55;58;59;63;68;80;90;102;108;116;123;143;158;216;230;252;267;289;316;334
Guinea;13132795;245720;23;0.1751340823;0.0052607502;0.0056650246;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;5;5;6;6;6;6;7;7;7;7;7;7;7;7;7;9;10;11;11;11;11;11;11;11;14;15;15;16;16;16;18;18;18;19;20;20;20;20;20;22;22;23;23;23;23;23;23;23;23;23;23;23;23;23
Guinea-Bissau;1968001;28120;12;0.6097557877;0.0086393089;0.0087719298;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;2;2;2;3;3;3;3;3;3;3;4;4;4;6;6;6;6;6;6;7;7;7;8;8;8;8;8;8;8;8;12;12;12;12;12;12;12
Guyana;786552;196850;12;1.5256461111;0.0759493671;0.0780065005;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;4;4;4;4;4;5;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7;7;7;7;8;8;8;8;9;9;9;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;11;11;11;11;11;12;12;12;12;12;12;12;12;12;12;12;12;12
Haiti;11402528;27560;64;0.5612790427;0.0162395331;0.0233576642;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;3;3;3;3;3;3;3;3;3;3;4;5;5;6;6;6;6;6;8;8;8;9;11;12;12;12;12;12;15;16;16;18;20;20;20;20;21;21;22;25;25;26;26;27;33;34;34;35;41;44;45;45;48;50;50;50;51;54;56;58;64
Honduras;9904607;111890;294;2.9683156535;0.0383361586;0.0492379836;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;7;7;10;14;15;15;22;22;22;22;23;23;24;25;25;26;31;35;41;46;46;46;46;46;47;55;59;59;61;64;66;71;75;76;82;83;93;99;105;107;108;108;116;121;123;133;134;138;142;146;147;147;156;167;167;180;182;188;194;196;196;201;212;217;225;234;243;248;250;258;262;271;290;294
Hungary;9660351;90530;553;5.7244296817;0.136915078;0.1392947103;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;3;4;6;7;9;10;10;10;11;13;15;16;20;21;26;32;34;38;47;58;66;77;85;99;109;122;134;142;156;172;189;199;213;225;239;262;262;272;280;291;300;312;323;335;340;351;363;373;383;392;405;413;421;425;430;436;442;448;451;462;467;470;473;476;482;486;491;499;505;509;517;524;526;527;532;534;539;542;545;546;548;550;551;553
Iceland;341243;100250;10;2.9304630425;0.0055340343;0.0055348001;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;1;1;0;1;1;1;2;2;2;2;2;2;2;2;2;4;4;4;4;6;6;6;6;7;8;8;8;8;8;8;9;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
India;1380004385;2973190;8498;0.6157951447;0.0285613457;0.035980422;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;3;3;4;5;4;7;10;10;12;20;20;24;27;32;35;58;72;72;86;99;136;150;178;226;246;288;331;358;393;405;448;486;521;559;592;645;681;721;780;825;881;939;1008;1079;1154;1223;1323;1391;1566;1693;1785;1889;1985;2101;2212;2294;2415;2551;2649;2753;2871;3025;3156;3302;3434;3584;3726;3868;4024;4172;4344;4534;4711;4980;5185;5408;5608;5829;6088;6363;6649;6946;7207;7473;7750;7745;8498
Indonesia;273523615;1811570;2000;0.7311982916;0.05666525;0.0677483825;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;5;5;5;5;19;25;32;38;48;49;55;58;78;87;102;114;122;136;157;170;181;191;198;209;221;240;280;306;327;373;399;459;469;496;520;535;582;590;616;635;647;689;720;743;765;773;784;792;800;831;845;864;872;895;930;943;959;973;991;1007;1028;1043;1076;1089;1148;1191;1221;1242;1278;1326;1351;1372;1391;1418;1473;1496;1520;1573;1613;1641;1663;1698;1721;1770;1801;1851;1883;1923;1959;2000
Iran;83992949;1628550;8584;10.2199054828;0.0476475943;0.0513532269;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;5;8;12;16;19;26;34;43;54;66;77;92;107;124;145;194;237;291;354;429;514;611;724;853;988;1135;1284;1433;1556;1685;1812;1934;2077;2234;2378;2517;2640;2757;2898;3036;3160;3294;3452;3603;3739;3872;3993;4110;4232;4357;4474;4585;4683;4777;4869;4958;5031;5118;5209;5297;5391;5481;5574;5650;5710;5806;5877;5957;6028;6091;6156;6203;6277;6340;6418;6486;6541;6589;6640;6685;6733;6783;6854;6902;6937;6988;7057;7119;7183;7249;7300;7359;7417;7451;7508;7564;7627;7677;7734;7797;7878;7942;8012;8071;8134;8209;8281;8351;8425;8506;8584
Iraq;40222493;434320;457;1.1361801965;0.0274062969;0.0464147877;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;4;6;6;7;7;8;9;10;10;10;11;12;13;17;17;20;23;27;29;36;40;42;42;46;50;52;54;54;56;61;64;65;69;69;70;72;76;78;78;79;80;81;82;82;82;83;83;83;86;86;87;88;90;92;93;94;95;97;98;102;102;102;104;107;109;110;112;115;115;117;121;123;127;131;134;140;147;152;160;163;169;175;179;185;195;205;215;235;256;271;285;318;346;370;392;426;457
Ireland;4937786;68890;1703;34.4891414897;0.0674776131;0.0676787347;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;2;3;3;3;4;6;7;9;19;22;36;46;54;71;85;98;120;137;158;174;210;235;263;287;320;334;365;406;444;486;530;571;610;687;730;769;794;1014;1063;1087;1102;1159;1190;1232;1265;1286;1303;1319;1339;1375;1403;1429;1446;1458;1467;1488;1497;1506;1518;1533;1543;1547;1561;1571;1583;1592;1604;1608;1606;1615;1631;1639;1645;1651;1652;1650;1658;1659;1664;1670;1678;1679;1683;1691;1695;1703
Israel;8655535;21640;300;3.4659902594;0.0161559589;0.0170823369;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;5;8;12;12;15;16;20;26;36;40;44;49;57;65;73;86;95;101;103;116;123;130;142;151;164;172;177;184;189;192;194;199;201;204;210;215;222;225;229;232;235;238;239;240;245;247;252;258;260;264;265;266;268;272;276;278;279;279;279;279;279;281;281;281;284;284;284;285;285;290;291;291;291;295;298;298;299;299;300
Italy;60461826;294140;34167;56.5100365973;0.1446883655;0.1456822339;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;7;10;12;17;21;29;34;52;79;107;148;197;233;366;463;631;827;1016;1266;1441;1809;2158;2503;2978;3405;4032;4825;5476;6077;6820;7503;8215;9134;10023;10779;11591;12428;13155;13915;14681;15362;15887;16523;17127;17669;18279;18849;19468;19899;20465;21067;21645;22170;22745;23227;23660;24114;24648;25085;25549;25969;26384;26644;26977;27359;27682;27967;28236;28710;28884;29079;29315;29684;29958;30201;30395;30560;30739;30911;31106;31368;31610;31763;31908;32007;32169;32330;32486;32616;32735;32785;32877;32955;33072;33142;33229;33340;33415;33475;33530;33601;33689;33774;33846;33899;33964;34043;34114;34167
Ivory Coast;26378274;318000;41;0.1554309429;0.0093097184;0.0119498688;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;3;3;3;3;3;3;4;5;6;6;6;6;6;8;9;9;13;14;14;14;14;14;14;14;14;14;15;15;17;17;18;18;20;20;21;21;21;21;24;24;24;25;27;28;28;29;29;29;30;30;30;30;31;32;32;33;33;33;33;35;35;36;36;36;38;38;41;41
Jamaica;2961167;10830;10;0.3377046955;0.0163666121;0.0168067227;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;4;4;4;4;4;4;4;5;5;5;5;5;5;6;6;6;7;7;7;7;7;7;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10
Japan;126476461;364555;922;0.7289894046;0.053645197;0.0543696191;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;2;4;4;5;6;6;6;6;6;6;6;6;10;10;15;16;19;22;22;27;29;29;29;33;35;41;42;43;45;47;49;52;54;54;56;57;62;63;77;77;85;92;93;94;99;99;108;123;143;146;178;190;222;236;236;263;281;328;345;360;372;385;394;413;430;455;474;487;536;556;556;577;590;607;624;633;657;678;697;713;725;744;749;768;768;777;796;808;820;830;846;858;881;887;894;898;899;902;905;911;916;915;917;920;920;922;922
Jordan;10203134;88780;9;0.0882081917;0.0101123596;0.0114795918;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;5;5;5;5;5;5;5;6;6;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Kazakhstan;18776707;2699700;67;0.3568250812;0.0048298731;0.0054418454;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;1;1;1;1;2;3;3;6;5;6;6;6;7;8;10;10;10;12;14;16;17;17;17;17;19;19;19;20;25;25;25;25;25;25;25;25;25;27;29;29;30;30;31;31;31;32;32;32;32;34;34;34;35;35;35;35;35;35;35;35;37;37;37;37;38;40;41;44;48;52;52;53;56;56;61;67;67
Kenya;53771296;569140;92;0.1710950021;0.0286158631;0.0371867421;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;3;4;4;4;6;6;6;7;7;7;8;9;9;10;11;11;12;14;14;14;14;14;14;14;14;14;14;15;17;21;22;24;24;24;26;29;29;30;32;33;36;40;42;45;50;50;50;50;50;50;50;50;51;52;52;55;58;62;63;64;69;71;74;78;79;83;84;85;88;89;92
Korea, South;51269185;97230;277;0.5402855536;0.0230775639;0.0236368291;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;6;8;10;12;13;13;16;17;28;28;35;35;42;44;50;53;54;60;66;66;72;75;75;81;84;91;94;102;111;111;120;126;131;139;144;152;158;162;165;169;174;177;183;186;192;200;204;208;211;214;217;222;225;229;230;232;234;236;237;238;240;240;242;243;244;246;247;248;250;250;252;254;255;256;256;256;256;256;258;259;260;260;262;262;263;263;263;264;264;266;266;267;269;269;269;269;269;270;271;272;273;273;273;273;273;273;274;276;276;277
Kosovo;1810463;10.877;31;1.712269182;0.0233785822;0.0260416667;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;4;5;5;7;7;7;7;8;8;11;12;12;12;15;18;18;19;19;20;21;22;22;22;22;22;22;22;26;26;26;27;27;28;28;28;29;29;29;29;29;29;29;29;29;29;29;29;29;30;30;30;30;30;30;30;30;30;30;30;30;30;30;31;31;31;31
Kuwait;4270571;17820;279;6.5330842175;0.0081029275;0.0091045555;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;2;3;3;3;5;6;7;9;11;13;14;15;19;20;22;23;24;26;30;33;38;40;40;42;44;47;49;58;65;75;82;88;96;107;112;118;121;124;129;138;148;156;165;172;175;185;194;205;212;220;226;230;236;244;254;264;269;273;275;279
Kyrgyzstan;6524195;191800;26;0.3985165986;0.0120036934;0.0134297521;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;4;4;4;5;5;5;5;5;5;5;5;5;5;7;7;7;8;8;8;8;8;8;8;8;8;8;10;10;11;12;12;12;12;12;12;12;12;12;14;14;14;14;14;14;14;14;14;14;16;16;16;16;16;16;16;16;17;20;20;22;22;22;23;24;26;26
Laos;7275560;230800;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Latvia;1886198;62200;26;1.3784342895;0.0237659963;0.0239631336;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;3;3;3;5;5;5;5;5;5;5;5;5;9;11;11;12;12;12;13;13;15;15;16;16;16;16;17;17;18;18;18;18;18;18;19;19;19;19;19;19;21;21;22;22;22;22;22;22;23;24;24;24;24;24;24;24;25;25;25;25;26;26;26;26
Lebanon;6825445;10230;31;0.4541828408;0.0221112696;0.0236280488;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;3;3;3;3;3;3;4;4;4;4;4;4;6;6;8;8;10;11;12;14;16;17;17;18;19;19;19;19;20;20;20;20;21;21;21;21;21;21;21;21;22;22;22;24;24;24;24;24;24;24;25;25;25;25;25;25;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;27;27;27;27;28;28;29;30;30;30;30;31
Lesotho;2142249;30360;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Liberia;5057681;96320;31;0.612929127;0.0756097561;0.0928143713;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;3;4;4;5;5;5;6;6;6;6;7;7;8;8;8;8;8;8;11;12;12;16;16;16;18;18;18;18;20;20;20;20;20;20;20;20;20;20;20;20;21;22;23;23;23;24;26;26;26;26;27;27;27;27;27;27;28;28;28;30;30;30;30;31;31;31
Libya;6871292;1759540;5;0.072766519;0.0127226463;0.0209205021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
